PROSPECTID,time_since_recent_payment,time_since_first_deliquency,time_since_recent_deliquency,num_times_delinquent,max_delinquency_level,max_recent_level_of_deliq,num_deliq_6mts,num_deliq_12mts,num_deliq_6_12mts,max_deliq_6mts,max_deliq_12mts,num_times_30p_dpd,num_times_60p_dpd,num_std,num_std_6mts,num_std_12mts,num_sub,num_sub_6mts,num_sub_12mts,num_dbt,num_dbt_6mts,num_dbt_12mts,num_lss,num_lss_6mts,num_lss_12mts,recent_level_of_deliq,tot_enq,CC_enq,CC_enq_L6m,CC_enq_L12m,PL_enq,PL_enq_L6m,PL_enq_L12m,time_since_recent_enq,enq_L12m,enq_L6m,enq_L3m,MARITALSTATUS,EDUCATION,AGE,GENDER,NETMONTHLYINCOME,Time_With_Curr_Empr,pct_of_active_TLs_ever,pct_opened_TLs_L6m_of_L12m,pct_currentBal_all_TL,CC_utilization,CC_Flag,PL_utilization,PL_Flag,pct_PL_enq_L6m_of_L12m,pct_CC_enq_L6m_of_L12m,pct_PL_enq_L6m_of_ever,pct_CC_enq_L6m_of_ever,max_unsec_exposure_inPct,HL_Flag,GL_Flag,last_prod_enq2,first_prod_enq2,Credit_Score,Approved_Flag
20020,1120,-99999,-99999,0,-99999,0,0,0,0,-99999,-99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,Single,GRADUATE,32,M,16000,20,0,0,0,-99999,0,-99999,0,0,0,0,0,-99999,1,0,others,others,683,P2
20021,-99999,-99999,-99999,0,-99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,Married,OTHERS,31,M,24000,155,1,1,0,-99999,0,-99999,0,0,0,0,0,-99999,0,1,others,others,687,P2
20022,717,25,22,3,118,29,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,29,3,0,0,0,0,0,0,202,3,0,0,Single,SSC,27,M,20000,128,1,1,0.843,-99999,0,-99999,0,0,0,0,0,-99999,0,0,others,others,675,P2
20023,802,30,28,3,88,26,0,0,0,-99999,-99999,2,1,0,0,0,0,0,0,0,0,0,0,0,0,26,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,Single,GRADUATE,21,M,14000,14,0,0,0,-99999,0,-99999,0,0,0,0,0,-99999,1,0,others,others,662,P3
20024,270,9,7,2,27,25,0,2,2,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,2,0,0,0,0,0,0,7,1,1,1,Married,GRADUATE,39,M,18000,62,0,0,0,-99999,0,-99999,0,0,0,0,0,-99999,0,0,ConsumerLoan,others,661,P3
20025,-99999,-99999,-99999,0,-99999,0,0,0,0,-99999,-99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,Married,12TH,56,F,21000,180,0,0,0,-99999,0,-99999,0,0,0,0,0,-99999,1,0,others,others,696,P2
20026,45,-99999,-99999,0,-99999,0,0,0,0,-99999,-99999,0,0,3,3,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,104,1,1,0,Married,12TH,38,M,30000,130,1,1,0.991,-99999,0,-99999,0,0,0,0,0,-99999,0,0,others,others,676,P2
20027,69,11,11,1,16,16,0,1,1,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,3,1,0,0,0,0,0,218,1,0,0,Married,GRADUATE,47,M,20000,116,1,0,0.832,0.001,1,-99999,0,0,0,0,0,8.74,0,1,ConsumerLoan,CC,666,P3
20028,59,-99999,-99999,0,-99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,2,2,2,1,7,7,5,Single,UNDER GRADUATE,23,M,13000,32,1,1,0.61,-99999,0,-99999,0,1,0,1,0,0.683,0,0,ConsumerLoan,ConsumerLoan,646,P4
20029,-99999,-99999,-99999,0,-99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,3,3,16,4,4,4,Single,SSC,23,M,23000,71,1,0,0.497,-99999,0,-99999,0,1,0,1,0,-99999,0,0,PL,PL,651,P4
20030,197,-99999,-99999,0,-99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,462,0,0,0,Married,12TH,43,M,28000,188,0,0,0,-99999,0,-99999,0,0,0,0,0,-99999,0,0,ConsumerLoan,ConsumerLoan,680,P2
20031,60,9,9,1,3,3,0,1,1,0,3,0,0,12,1,2,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,2,2,2,2,Married,SSC,39,M,30000,245,0.714,0,0.73,-99999,0,-99999,0,0,0,0,0,3.333,1,0,ConsumerLoan,others,684,P2
20032,19,-99999,-99999,0,-99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,3,0,2,15,5,2,2,Married,GRADUATE,44,M,56000,140,0.308,0,0.783,-99999,0,0.875,1,0,0,0,0,9.158,1,0,ConsumerLoan,ConsumerLoan,690,P2
20033,67,-99999,-99999,0,-99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,221,1,0,0,Married,12TH,44,M,25000,90,0.5,0,0.595,-99999,0,-99999,0,0,0,0,0,0.827,0,0,ConsumerLoan,others,707,P1
20034,78,-99999,-99999,0,-99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,2,0,1,105,7,3,0,Married,12TH,28,M,14000,40,0.571,0.333,0.616,-99999,0,-99999,0,0,0,0,0,4.478,0,0,others,ConsumerLoan,682,P2
20035,80,-99999,-99999,0,-99999,0,0,0,0,0,0,0,0,36,12,21,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,601,0,0,0,Married,SSC,43,M,11000,85,0.643,0.714,0.906,-99999,0,-99999,0,0,0,0,0,-99999,1,0,others,others,720,P1
20036,41,-99999,-99999,0,-99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,53,1,1,1,Married,SSC,43,M,20000,222,1,0,0.025,-99999,0,-99999,0,0,0,0,0,-99999,0,0,ConsumerLoan,others,679,P2
20037,49,18,4,11,60,30,3,9,6,58,60,4,0,32,4,10,0,0,0,0,0,0,0,0,0,27,3,0,0,0,0,0,0,137,1,1,0,Single,12TH,30,M,16000,63,1,1,0.644,-99999,0,-99999,0,0,0,0,0,1.459,0,0,others,others,697,P2
20038,312,-99999,-99999,0,-99999,0,0,0,0,0,0,0,0,8,0,4,0,0,0,0,0,0,0,0,0,0,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,Single,POST-GRADUATE,29,M,10000,90,0.2,1,1.018,-99999,0,-99999,0,0,0,0,0,-99999,1,0,others,others,696,P2
20039,38,17,1,7,21,18,3,5,2,21,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,10,7,0,3,0,0,0,2,5,2,2,Single,SSC,24,M,50000,44,1,0,0.741,0.804,1,-99999,0,0,0,0,0,1.369,0,0,ConsumerLoan,CC,662,P3
20040,101,21,2,15,10,9,4,10,6,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2,0,0,0,0,0,0,628,0,0,0,Married,12TH,29,M,18000,97,1,0,0,-99999,0,-99999,0,0,0,0,0,-99999,0,0,others,others,681,P2
20041,73,-99999,-99999,0,-99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,108,1,1,0,Single,GRADUATE,24,M,24800,103,1,1,0.955,-99999,0,0.955,1,0,0,0,0,2.984,0,0,others,others,681,P2
20042,33,35,4,16,120,30,1,1,0,5,5,11,5,5,0,0,0,0,0,0,0,0,0,0,0,5,6,0,0,0,0,0,0,152,2,1,0,Married,UNDER GRADUATE,30,M,35500,275,0.667,0,0.839,-99999,0,-99999,0,0,0,0,0,-99999,0,0,others,others,679,P2
20043,75,18,10,7,87,23,0,1,1,0,23,3,1,18,4,8,1,0,0,0,0,0,0,0,0,23,4,0,0,0,2,0,0,945,0,0,0,Single,SSC,43,M,14000,102,0.4,0,0.408,-99999,0,0.408,1,0,0,0,0,10.714,0,0,ConsumerLoan,PL,715,P1
20044,-99999,-99999,-99999,0,-99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,276,1,0,0,Married,POST-GRADUATE,36,M,45000,71,1,0,0.465,-99999,0,-99999,0,0,0,0,0,-99999,0,1,HL,HL,684,P2
20045,155,13,6,3,25,25,0,1,1,0,7,0,0,20,3,3,0,0,0,0,0,0,0,0,0,7,5,0,0,0,0,0,0,995,0,0,0,Married,GRADUATE,54,M,13000,38,0.8,0,0.05,-99999,0,-99999,0,0,0,0,0,-99999,0,0,others,AL,701,P3
20046,618,-99999,-99999,0,-99999,0,0,0,0,-99999,-99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,Single,POST-GRADUATE,35,M,19000,77,0,0,0,-99999,0,-99999,0,0,0,0,0,-99999,0,0,others,others,682,P2
20047,1396,-99999,-99999,0,-99999,0,0,0,0,-99999,0,0,0,23,4,7,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,5,1,1,1,Single,PROFESSIONAL,22,F,14000,27,1,0,1.262,-99999,0,-99999,0,0,0,0,0,16,0,0,ConsumerLoan,others,683,P2
20048,14,17,5,12,54,27,1,4,3,27,54,2,0,2,0,0,0,0,0,0,0,0,0,0,0,27,30,7,4,4,11,4,4,1,13,13,10,Married,POST-GRADUATE,36,M,35000,150,0.833,0,0.46,0.004,1,0.63,1,1,1,0.364,0.571,11.326,0,0,ConsumerLoan,ConsumerLoan,617,P4
20049,70,-99999,-99999,0,-99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,1,0,0,1,9,5,5,Married,UNDER GRADUATE,36,M,13000,157,1,0.5,0.544,-99999,0,-99999,0,0,0,0,0,3.692,0,0,ConsumerLoan,PL,645,P4
20050,31,-99999,-99999,0,-99999,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1855,0,0,0,Married,12TH,30,M,35000,163,0,0,0,-99999,0,-99999,0,0,0,0,0,-99999,1,0,others,others,707,P1
20051,61,11,11,1,2,2,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,1,1,1,Married,SSC,43,M,21000,30,1,0,0.406,-99999,0,-99999,0,0,0,0,0,-99999,0,0,ConsumerLoan,ConsumerLoan,660,P3
20052,26,-99999,-99999,0,-99999,0,0,0,0,0,0,0,0,9,4,9,0,0,0,0,0,0,0,0,0,0,12,0,0,0,1,0,1,215,2,0,0,Married,UNDER GRADUATE,25,M,28000,126,0.4,0,0.859,-99999,0,0.887,1,0,0,0,0,1.786,0,0,PL,ConsumerLoan,694,P2
20053,65,20,14,3,41,29,0,0,0,0,0,1,0,86,5,17,0,0,0,0,0,0,0,0,0,11,3,0,0,0,1,0,0,1,1,1,1,Married,GRADUATE,26,M,28000,83,0.2,1,1.02,-99999,0,-99999,1,0,0,0,0,0,0,0,others,others,703,P1
20054,276,-99999,-99999,0,-99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,181,1,1,0,Single,12TH,23,M,40000,75,1,1,0.614,-99999,0,-99999,0,0,0,0,0,1.046,0,0,AL,ConsumerLoan,680,P2
20055,49,-99999,-99999,0,-99999,0,0,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,11,1,1,1,2,2,2,32,11,10,3,Single,GRADUATE,25,M,25000,54,0.714,0.692,0.556,-99999,0,-99999,1,1,1,1,1,5.186,1,0,ConsumerLoan,others,655,P4
20056,72,-99999,-99999,0,-99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,4,2,4,4,1,2,40,9,4,3,Married,UNDER GRADUATE,36,M,25000,69,0.333,0.5,0.984,0.919,1,0.99,1,0.5,0.5,0.25,0.5,8.704,0,0,CC,others,705,P1
20057,914,-99999,-99999,0,-99999,0,0,0,0,-99999,-99999,0,0,25,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,1,1,1,Married,GRADUATE,44,F,35000,155,0.091,1,1.018,-99999,0,-99999,1,0,0,0,0,-99999,1,0,ConsumerLoan,ConsumerLoan,717,P1
20058,56,25,4,3,146,115,1,1,0,25,25,2,2,42,0,7,0,0,0,0,0,0,0,0,0,25,1,0,0,0,0,0,0,975,0,0,0,Married,12TH,36,M,13000,308,0.556,0.25,0.851,-99999,0,-99999,0,0,0,0,0,-99999,0,0,others,others,699,P2
20059,66,5,5,1,27,27,1,1,0,27,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,2,0,0,0,1,0,0,470,0,0,0,Married,UNDER GRADUATE,35,M,18500,79,0.5,0,0,-99999,0,-99999,0,0,0,0,0,1.609,0,0,PL,ConsumerLoan,676,P2
20060,120,-99999,-99999,0,-99999,0,0,0,0,-99999,-99999,0,0,33,3,9,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,6,2,2,2,Single,OTHERS,24,M,20000,125,1,0,0.383,-99999,0,-99999,0,0,0,0,0,13.667,0,0,ConsumerLoan,ConsumerLoan,683,P2
20061,224,13,9,3,18,18,0,2,2,-99999,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,2,0,0,0,0,0,0,98,1,1,0,Single,GRADUATE,21,M,15800,60,0,0,0,-99999,0,-99999,0,0,0,0,0,-99999,0,0,ConsumerLoan,ConsumerLoan,660,P3
20062,41,-99999,-99999,0,-99999,0,0,0,0,-99999,0,0,0,14,13,14,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,56,1,1,1,Married,SSC,38,F,25000,66,0.8,0.6,1.014,-99999,0,-99999,0,0,0,0,0,-99999,1,0,ConsumerLoan,ConsumerLoan,697,P2
20063,86,-99999,-99999,0,-99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,1,3,0,0,0,7,4,1,1,Married,GRADUATE,26,M,30000,43,1,0.333,0.472,-99999,0,-99999,0,0,0.333,0,0.333,1.014,0,0,CC,others,671,P2
20064,61,-99999,-99999,0,-99999,0,0,0,0,0,0,0,0,29,2,8,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,46,2,2,1,Married,UNDER GRADUATE,31,F,10000,58,0.333,0.667,0.591,-99999,0,-99999,0,0,0,0,0,6.16,1,0,ConsumerLoan,others,704,P1
20065,1758,-99999,-99999,0,-99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1030,0,0,0,Single,GRADUATE,30,M,15500,53,0.5,0,0.644,-99999,0,-99999,0,0,0,0,0,-99999,0,0,others,others,695,P2
20066,229,35,8,11,204,53,0,4,4,0,143,8,6,5,2,5,0,0,0,0,0,0,0,0,0,53,6,0,0,0,0,0,0,35,3,3,3,Married,12TH,33,M,15000,192,0.2,0.5,1,-99999,0,-99999,0,0,0,0,0,-99999,1,0,ConsumerLoan,others,643,P4
20067,49,5,5,1,28,28,1,1,0,28,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,4,0,0,0,0,0,0,654,0,0,0,Single,GRADUATE,27,M,23500,30,0.333,1,0.5,-99999,0,-99999,0,0,0,0,0,0.766,0,0,ConsumerLoan,others,690,P2
20068,63,-99999,-99999,0,-99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,2,3,2,1,Married,UNDER GRADUATE,29,F,16000,96,0.333,0.5,0.871,-99999,0,-99999,0,0,0,0,0,0.897,0,0,ConsumerLoan,others,685,P2
20069,449,24,2,7,25,24,4,5,1,25,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,1,0,0,0,0,0,0,749,0,0,0,Married,UNDER GRADUATE,34,M,28000,126,1,0,0,-99999,0,-99999,0,0,0,0,0,0.607,0,0,ConsumerLoan,ConsumerLoan,688,P2
20070,45,-99999,-99999,0,-99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,159,1,1,0,Single,GRADUATE,25,M,12000,30,0.6,1,0,-99999,0,-99999,0,0,0,0,0,2.199,0,0,ConsumerLoan,ConsumerLoan,693,P2
20071,72,30,13,15,116,90,0,0,0,0,0,12,7,1,0,0,0,0,0,0,0,0,0,0,0,34,1,0,0,0,0,0,0,1454,0,0,0,Married,GRADUATE,48,M,45000,120,0.4,0,0.908,-99999,0,-99999,0,0,0,0,0,-99999,0,1,HL,HL,674,P2
20072,575,-99999,-99999,0,-99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,86,3,3,3,Married,12TH,45,F,25000,116,0.2,1,1,-99999,0,-99999,0,0,0,0,0,-99999,1,0,others,others,664,P3
20073,876,-99999,-99999,0,-99999,0,0,0,0,-99999,-99999,0,0,8,0,6,0,0,0,0,0,0,0,0,0,0,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,Married,12TH,27,F,25000,65,0,0,0,-99999,0,-99999,0,0,0,0,0,-99999,1,0,others,others,684,P2
20074,63,-99999,-99999,0,-99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,205,2,0,0,Married,SSC,31,M,30000,111,0.667,0,0.947,-99999,0,-99999,0,0,0,0,0,-99999,1,0,others,others,686,P2
20075,391,17,17,1,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,6,0,0,0,0,0,0,14,3,3,1,Married,SSC,45,M,20000,149,0.333,1,0.8,-99999,0,-99999,0,0,0,0,0,0.9,0,0,others,ConsumerLoan,665,P3
20076,2149,-99999,-99999,0,-99999,0,0,0,0,-99999,-99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,Married,UNDER GRADUATE,60,M,30000,125,0,0,0,-99999,0,-99999,0,0,0,0,0,-99999,0,1,others,others,685,P2
20077,44,2,2,1,19,19,1,1,0,19,19,0,0,3,3,3,0,0,0,0,0,0,0,0,0,19,23,1,1,1,2,2,2,2,22,17,7,Married,OTHERS,35,F,30000,30,0.857,0,0.801,-99999,0,-99999,0,1,1,1,1,9.256,0,0,ConsumerLoan,ConsumerLoan,650,P4
20078,62,-99999,-99999,0,-99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,Married,12TH,43,M,18000,144,1,0,0.2,-99999,0,-99999,0,0,0,0,0,0.777,0,0,others,others,684,P2
20079,190,-99999,-99999,0,-99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,496,0,0,0,Single,UNDER GRADUATE,28,M,28000,112,0,0,0,-99999,0,-99999,0,0,0,0,0,-99999,0,0,others,others,688,P2
20080,272,5,5,1,27,27,1,1,0,27,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,1,0,0,0,0,0,0,536,0,0,0,Married,UNDER GRADUATE,24,M,12000,101,0,0,0,-99999,0,-99999,0,0,0,0,0,-99999,0,0,others,others,677,P2
20081,115,-99999,-99999,0,-99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,223,1,0,0,Married,UNDER GRADUATE,56,M,35000,440,0.5,0,0.5,-99999,0,-99999,0,0,0,0,0,0.729,0,0,PL,PL,718,P1
20082,145,-99999,-99999,0,-99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,3,0,3,199,8,0,0,Single,GRADUATE,24,F,14000,62,0.2,0.4,0,-99999,0,-99999,1,0,0,0,0,-99999,0,0,ConsumerLoan,ConsumerLoan,687,P2
20083,650,-99999,-99999,0,-99999,0,0,0,0,-99999,-99999,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,Single,GRADUATE,27,M,22000,65,0,0,0,-99999,0,-99999,0,0,0,0,0,-99999,1,0,others,others,691,P2
20084,95,-99999,-99999,0,-99999,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,1,210,2,0,0,Married,GRADUATE,25,M,24000,80,0.167,0,0.167,-99999,0,-99999,0,0,0,0,0,1.146,1,0,PL,others,701,P3
20085,104,-99999,-99999,0,-99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,198,1,0,0,Married,OTHERS,38,M,16000,68,1,0,0.6,-99999,0,-99999,0,0,0,0,0,1.156,0,0,PL,PL,689,P2
20086,29,34,28,6,213,27,0,0,0,0,0,5,5,78,13,37,12,0,0,0,0,0,0,0,0,27,15,3,2,2,0,0,0,2,6,5,3,Single,UNDER GRADUATE,30,M,25000,124,0.5,1,0.971,0.01,1,-99999,0,0,1,0,0.667,41,0,0,others,others,697,P2
20087,119,10,6,5,89,89,0,5,5,-99999,89,5,5,5,4,5,0,0,0,0,0,0,0,0,0,89,2,0,0,0,1,1,1,101,2,1,0,Single,GRADUATE,22,M,15000,35,0,0,0,-99999,0,-99999,0,1,0,1,0,-99999,1,0,PL,ConsumerLoan,668,P3
20088,26,-99999,-99999,0,-99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,63,6,4,1,Single,12TH,25,M,25000,185,1,0.5,0.527,-99999,0,-99999,0,0,0,0,0,2.414,0,0,others,others,667,P3
20089,47,35,35,1,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,1,1,1,113,2,1,0,Single,SSC,24,M,22000,80,0.667,0,0.388,-99999,0,-99999,0,1,0,1,0,2.495,1,0,PL,others,653,P4
20090,74,-99999,-99999,0,-99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,Married,PROFESSIONAL,26,M,24000,90,1,0,0.25,-99999,0,-99999,0,0,0,0,0,0.804,0,0,others,others,683,P2
20091,17,-99999,-99999,0,-99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,1,0,0,903,0,0,0,Married,GRADUATE,39,M,22000,65,0.333,0,0.146,0.146,1,-99999,1,0,0,0,0,4.612,0,0,CC,others,706,P1
20092,24,-99999,-99999,0,-99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1,1,1,5,1,4,99,7,2,0,Married,GRADUATE,40,M,95000,149,0.8,0.333,0.604,0.952,1,0.9,1,0.25,1,0.2,1,3.958,0,0,PL,AL,692,P2
20093,54,-99999,-99999,0,-99999,0,0,0,0,0,0,0,0,9,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,2,2,2,Married,SSC,37,M,23500,125,0.667,0.5,0.94,-99999,0,-99999,0,0,0,0,0,-99999,1,0,others,others,681,P2
20094,64,-99999,-99999,0,-99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,457,0,0,0,Married,GRADUATE,27,M,22000,27,1,0,0.384,0.384,1,-99999,0,0,0,0,0,0.136,0,0,CC,CC,688,P2
20095,79,28,26,3,90,90,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,90,3,0,0,0,2,0,2,221,2,0,0,Married,UNDER GRADUATE,35,M,20600,72,0.333,0,0.4,-99999,0,-99999,0,0,0,0,0,1.262,0,0,PL,others,679,P2
20096,-99999,-99999,-99999,0,-99999,0,0,0,0,-99999,-99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,Married,SSC,46,M,20000,198,0,0,0,-99999,0,-99999,0,0,0,0,0,-99999,0,0,others,others,679,P2
20097,57,-99999,-99999,0,-99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,1,1,0,0,0,12,3,3,3,Married,GRADUATE,39,F,23000,45,1,1,0.917,-99999,0,-99999,0,0,1,0,1,0.783,0,0,CC,others,663,P3
20098,390,-99999,-99999,0,-99999,0,0,0,0,-99999,-99999,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,68,1,1,1,Married,12TH,37,M,32000,220,0,0,0,-99999,0,-99999,0,0,0,0,0,-99999,0,0,others,others,679,P2
20099,61,-99999,-99999,0,-99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,1,1,2,0,1,50,4,2,1,Married,UNDER GRADUATE,46,F,25000,122,0.333,0,0.351,-99999,0,-99999,1,0,1,0,1,-99999,1,1,HL,AL,701,P3
20100,215,-99999,-99999,0,-99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,556,0,0,0,Married,GRADUATE,37,M,25000,150,0.167,0,0,-99999,0,-99999,0,0,0,0,0,-99999,0,1,ConsumerLoan,AL,705,P1
20101,-99999,-99999,-99999,0,-99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,60,1,1,1,Married,GRADUATE,40,M,45000,92,1,1,0.766,-99999,0,-99999,0,0,0,0,0,0.238,0,0,others,others,663,P3
20102,59,-99999,-99999,0,-99999,0,0,0,0,-99999,-99999,0,0,20,4,10,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,613,0,0,0,Married,12TH,25,M,45000,88,1,0,0.241,-99999,0,-99999,0,0,0,0,0,-99999,0,0,others,others,702,P3
20103,59,-99999,-99999,0,-99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,1,0,1,19,4,2,2,Single,GRADUATE,25,M,25000,46,1,0,0.656,-99999,0,0.656,1,0,0,0,0,4.025,0,0,others,others,671,P2
20104,99,-99999,-99999,0,-99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,1,142,2,1,0,Single,UNDER GRADUATE,26,M,30000,181,1,1,0.6,-99999,0,-99999,0,1,0,1,0,0.64,0,0,PL,others,666,P3
20105,60,-99999,-99999,0,-99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,283,1,0,0,Married,SSC,25,M,14000,130,1,0,0.646,-99999,0,-99999,0,0,0,0,0,-99999,0,0,CC,others,684,P2
20106,1341,-99999,-99999,0,-99999,0,0,0,0,-99999,-99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,743,0,0,0,Married,SSC,37,M,16000,180,1,0,0.1,-99999,0,-99999,0,0,0,0,0,-99999,0,0,AL,AL,694,P2
